"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"15","Upregulated","BP","GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II","11/970","56/23328",1.62298659529255e-05,0.00543700509423004,0.00465256157317198,"Fos/Egr1/Bmp4/Foxo3/Tert/Gata6/Nfatc4/Klf5/Tgfb1/Hdac2/Smad1",11
"16","Upregulated","BP","GO:0030258","lipid modification","26/970","250/23328",1.77181705799079e-05,0.00544191395316004,0.00465676218877376,"Pdk4/St3gal4/Gcdh/Pla2g7/Acox2/Acaa2/Pik3c2b/Pex7/Acox3/Tmem150a/C1qtnf9/Dgka/Inpp5d/Cpt1a/Dgke/Sirt4/Slc25a17/Pip4p1/Ttc7b/Echdc1/Echs1/Dgkz/Soat2/Dgkq/Socs3/Dgkh",26
"17","Upregulated","BP","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","13/970","78/23328",1.84104551649195e-05,0.00544191395316004,0.00465676218877376,"Perp/Bbc3/Mdm4/Mdm2/Cdkn1a/E2f2/Trp73/Zfp385a/Pdk2/Phlda3/Usp28/Hipk1/Shisa5",13
"18","Upregulated","BP","GO:0061614","pri-miRNA transcription by RNA polymerase II","11/970","58/23328",2.30038019545156e-05,0.00642189471230228,0.00549535268913429,"Fos/Egr1/Bmp4/Foxo3/Tert/Gata6/Nfatc4/Klf5/Tgfb1/Hdac2/Smad1",11
"19","Upregulated","BP","GO:2001233","regulation of apoptotic signaling pathway","36/970","413/23328",2.57460856174653e-05,0.00680916211725069,0.00582674569237373,"Fas/Fyn/Ddit3/Ei24/Bmp4/Ctsh/Herpud1/Gata4/Rb1/Tert/Vegfa/Bbc3/Mdm4/Acaa2/Mdm2/Wdr35/Tnfaip3/Tmem161a/Cyld/Jak3/Apaf1/Tnfrsf12a/Trp73/Nfatc4/Bid/Ddias/Zmynd11/Zfp385a/Tmc8/Cth/Prkcd/Raf1/Eif2ak3/Sh3rf1/Hdac2/Siah1a",36
"20","Upregulated","BP","GO:0007205","protein kinase C-activating G protein-coupled receptor signaling pathway","7/970","24/23328",3.90852841011129e-05,0.0098201776304046,0.00840333608173926,"Lrp1/Crhr2/Dgka/Dgke/Dgkz/Dgkq/Dgkh",7
"21","Upregulated","BP","GO:1902806","regulation of cell cycle G1/S phase transition","17/970","134/23328",4.20622440742244e-05,0.0099046542351795,0.00847562451965609,"Cdkn1b/Rbl2/Rgcc/Susd2/Rb1/Tert/Mdm2/Cdkn1a/Pidd1/Rbm38/Gpnmb/Bid/Fam83d/Brd7/Dgkz/Appl1/Rfwd3",17
"22","Upregulated","BP","GO:0006814","sodium ion transport","24/970","234/23328",4.60149844496911e-05,0.0099046542351795,0.00847562451965609,"Slc6a7/Slc4a11/Stom/Slc4a8/Slc9a5/Scn4b/Slc38a8/Scn3b/Slc4a7/Per1/Commd3/Atp1b2/Atp1b1/Cnksr3/Slc38a3/Slc38a7/Adrb2/Slc8b1/Slc34a3/Tgfb1/Slc20a1/Slmap/Agrn/Wnk1",24
"23","Upregulated","BP","GO:0072331","signal transduction by p53 class mediator","17/970","135/23328",4.62899609338506e-05,0.0099046542351795,0.00847562451965609,"Perp/Foxo3/Bbc3/Mdm4/Mdm2/Cdkn1a/E2f2/Trp73/Pidd1/Rbm38/Zfp385a/Chd5/Pdk2/Phlda3/Usp28/Hipk1/Shisa5",17
"24","Upregulated","BP","GO:0046486","glycerolipid metabolic process","32/970","360/23328",4.89330101405961e-05,0.0099046542351795,0.00847562451965609,"Apobec1/Lpin1/Pla2g7/Gdpd3/Lpcat2/Acp6/Pik3c2b/Slc27a5/Slc27a1/Agpat5/Abhd8/Tmem150a/Plcd4/Pigyl/Fig4/Etnk1/Dgka/Inpp5d/Abhd4/Cpt1a/Pip4k2c/Dgke/Capn2/Pip4p1/Ttc7b/Serac1/Dgkz/Pla2g15/Pigf/Dgkq/Socs3/Dgkh",32
"25","Upregulated","BP","GO:0010948","negative regulation of cell cycle process","23/970","221/23328",5.24184172557866e-05,0.0099046542351795,0.00847562451965609,"Rbl2/Hormad1/Bmp4/Rgcc/Susd2/Bmp7/Rb1/Mdm4/Nae1/Mdm2/Tpra1/Calr/Cdkn1a/Orc1/Pidd1/Rassf1/Rbm38/Gpnmb/Ccp110/Mbd4/Brd7/Dgkz/Rfwd3",23
"26","Upregulated","BP","GO:0045930","negative regulation of mitotic cell cycle","24/970","236/23328",5.27381778479302e-05,0.0099046542351795,0.00847562451965609,"Cdkn1b/Rbl2/Bmp4/Btg1/Rgcc/Heca/Bmp7/Rb1/Nae1/Mdm2/Tpra1/Cdkn1a/Orc1/Plk2/Btg2/Pidd1/Rbm38/Gpnmb/Ddias/Tgfb1/Mbd4/Brd7/Dgkz/Rfwd3",24
"27","Upregulated","BP","GO:0022408","negative regulation of cell-cell adhesion","21/970","192/23328",5.32190376815615e-05,0.0099046542351795,0.00847562451965609,"Bmp4/Rgcc/Adam8/Mad2l2/Vegfa/Sdc4/Zc3h12a/Lag3/Tnfaip3/Cyld/Jak3/Loxl3/Casp3/Cdh1/Adrb2/Gpnmb/Ubash3b/Tgfb1/Prkcd/Twsg1/Wnk1",21
"28","Upregulated","BP","GO:0001666","response to hypoxia","22/970","208/23328",5.93559637793851e-05,0.0102895312573512,0.00880497202121593,"Mmp2/Egr1/Rgcc/Ddah1/Adam8/Itpr1/Tert/Gata6/Vegfa/Acaa2/Slc2a4/Prkce/Cbs/Atp1b1/Adrb2/Birc2/Epas1/Slc2a8/Vldlr/Raf1/Plekhn1/Ryr1",22
"29","Upregulated","BP","GO:1902807","negative regulation of cell cycle G1/S phase transition","11/970","64/23328",5.9845158219257e-05,0.0102895312573512,0.00880497202121593,"Rbl2/Susd2/Rb1/Mdm2/Cdkn1a/Pidd1/Rbm38/Gpnmb/Brd7/Dgkz/Rfwd3",11
"30","Upregulated","BP","GO:0031571","mitotic G1 DNA damage checkpoint","6/970","18/23328",6.14300373573204e-05,0.0102895312573512,0.00880497202121593,"Mdm2/Cdkn1a/Pidd1/Rbm38/Dgkz/Rfwd3",6
"31","Upregulated","BP","GO:0070997","neuron death","35/970","416/23328",6.81758766929446e-05,0.010572767148035,0.00904734303214936,"Fos/Fas/Hdac7/Fyn/Ddit3/Wnt3a/Egr1/Lrp1/Glp1r/Adam8/Itpr1/Foxo3/Rb1/Tert/Vegfa/Bbc3/Itga1/Nae1/Cacna1a/Polb/Draxin/Apaf1/Trp73/Nfatc4/Tnfrsf1b/Btg2/Casp3/Gpnmb/Capn2/Aars/Map3k5/Tnfrsf1a/Siah1a/Agrn/Alkbh1",35
"32","Upregulated","BP","GO:0035914","skeletal muscle cell differentiation","13/970","88/23328",6.83468462441647e-05,0.010572767148035,0.00904734303214936,"Fos/Wnt3a/Egr1/Cyp26b1/Egr2/Gata4/Rb1/Tbx1/Btg2/Klf5/Nr4a1/Sap30/Nr1d2",13
"33","Upregulated","BP","GO:0071478","cellular response to radiation","18/970","153/23328",6.94330976885881e-05,0.010572767148035,0.00904734303214936,"Ei24/Egr1/Bbc3/Mdm2/1700007K13Rik/Cdkn1a/Tmem161a/Ptprk/Polk/Rhno1/Aipl1/Nfatc4/Ddias/Rad51ap1/N4bp1/Usp28/Ddb2/Poli",18
"34","Upregulated","BP","GO:0071456","cellular response to hypoxia","14/970","101/23328",7.43882284918703e-05,0.0109941425932838,0.00940792301514831,"Egr1/Rgcc/Ddah1/Adam8/Tert/Gata6/Vegfa/Acaa2/Slc2a4/Prkce/Cbs/Adrb2/Epas1/Vldlr",14
"35","Upregulated","BP","GO:0043542","endothelial cell migration","22/970","212/23328",7.89192133226819e-05,0.0113305441984708,0.00969578906535806,"Hdac7/Plcg1/Vash1/Bmp4/Rgcc/Adam8/Vegfa/Zc3h12a/Acvrl1/Adamts9/Calr/Plxnd1/Adgrb1/Anxa3/Plk2/Gipc1/Rras/Nr4a1/Itgb1/Tgfb1/Sash1/Ptp4a3",22
"36","Upregulated","BP","GO:0044783","G1 DNA damage checkpoint","6/970","19/23328",8.6630349300102e-05,0.0120921529231392,0.0103475139441789,"Mdm2/Cdkn1a/Pidd1/Rbm38/Dgkz/Rfwd3",6
"37","Upregulated","BP","GO:0034644","cellular response to UV","12/970","79/23328",9.79548884591931e-05,0.0133033328245255,0.0113839464966089,"Ei24/1700007K13Rik/Cdkn1a/Tmem161a/Ptprk/Polk/Nfatc4/Ddias/N4bp1/Usp28/Ddb2/Poli",12
"38","Upregulated","BP","GO:0008654","phospholipid biosynthetic process","19/970","172/23328",0.000104020646224858,0.0136378878621328,0.0116702323994371,"Lpcat2/Tmem38b/Agpat4/Pik3c2b/Slc27a1/Agpat5/Abhd8/Pigyl/Etnk1/Dgka/Abhd4/Dgke/Capn2/Gnpat/Serac1/Dgkz/Pigf/Dgkq/Dgkh",19
"39","Upregulated","BP","GO:0003170","heart valve development","10/970","57/23328",0.000107643760397001,0.0136378878621328,0.0116702323994371,"Bmp4/Hey2/Gata4/Rb1/Mdm4/Mdm2/Adamts9/Tnfrsf1b/Tgfb1/Tnfrsf1a",10
"40","Upregulated","BP","GO:0001667","ameboidal-type cell migration","35/970","427/23328",0.000114279166627584,0.0136378878621328,0.0116702323994371,"Hdac7/Plcg1/Vash1/Bmp4/Rgcc/Ctsh/Adam8/Mesp2/Bmp7/Pkn1/Vegfa/Sdc4/Zc3h12a/Acvrl1/Sema6c/Adamts9/Tbx1/Prkce/Calr/Plxnd1/Nrp2/Adgrb1/Anxa3/Plk2/Sema4g/Hbegf/Gipc1/Rras/Nr4a1/Itgb1/Lama5/Tgfb1/Sash1/Ptp4a3/Appl1",35
"41","Upregulated","BP","GO:0010959","regulation of metal ion transport","35/970","427/23328",0.000114279166627584,0.0136378878621328,0.0116702323994371,"Rapgef3/Fyn/Plcg1/Bmp4/Stom/Glp1r/Kcnc1/Itpr1/Scn4b/Akap7/Tmem38b/Scn3b/Cacng6/Cacna1a/Prkce/Per1/Atp1b2/Crhr2/Jak3/Tmem38a/Atp1b1/Jph2/Cnksr3/Slc31a2/Hbp1/Adrb2/Ubash3b/Slc8b1/Itgb1/Tgfb1/Hap1/Hes1/Slmap/Agrn/Wnk1",35
"42","Upregulated","BP","GO:0090407","organophosphate biosynthetic process","35/970","427/23328",0.000114279166627584,0.0136378878621328,0.0116702323994371,"Mpc1/Pdk4/Plcg1/Ldhd/Gcdh/Nppb/Npr2/Lpcat2/Tmem38b/Gucy2e/Agpat4/Adssl1/Pik3c2b/Adcy4/Slc27a1/Agpat5/Nmnat2/Abhd8/Pigyl/Etnk1/Dgka/Abhd4/Dgke/Capn2/Pdk2/Gnpat/Serac1/Tgfb1/Pank4/Dgkz/Pigf/Dguok/Dgkq/Slc25a13/Dgkh",35
"43","Upregulated","BP","GO:0097191","extrinsic apoptotic signaling pathway","23/970","233/23328",0.000117674687576697,0.0136378878621328,0.0116702323994371,"Fas/Fyn/Bmp4/Foxo3/Tert/Vegfa/Tnfrsf10b/Tnfaip3/Cyld/Jak3/Tnfrsf12a/Tnfrsf1b/Pidd1/Bid/Zmynd11/Tmc8/Tgfb1/Bloc1s2/Hipk1/Raf1/Tradd/Sh3rf1/Itm2b",23
"44","Upregulated","BP","GO:0044819","mitotic G1/S transition checkpoint","6/970","20/23328",0.000119416331529123,0.0136378878621328,0.0116702323994371,"Mdm2/Cdkn1a/Pidd1/Rbm38/Dgkz/Rfwd3",6
"45","Upregulated","BP","GO:0001578","microtubule bundle formation","14/970","106/23328",0.000126523406453525,0.0141284470539769,0.0120900143944479,"Ccdc63/Map7/Rsph6a/Dnaaf3/Ift46/Bbs2/Dnaic1/Capn6/Ttll6/Ttc25/Dnah17/Cfap69/Ccser2/Psrc1",14
"46","Upregulated","BP","GO:0051402","neuron apoptotic process","27/970","298/23328",0.000135037518708065,0.0147513811197397,0.0126230724009713,"Fas/Fyn/Ddit3/Egr1/Lrp1/Glp1r/Adam8/Foxo3/Rb1/Tert/Vegfa/Bbc3/Itga1/Nae1/Cacna1a/Polb/Draxin/Apaf1/Trp73/Nfatc4/Btg2/Casp3/Aars/Tnfrsf1a/Siah1a/Agrn/Alkbh1",27
"47","Upregulated","BP","GO:1901652","response to peptide","33/970","400/23328",0.000157095582171799,0.0158718055015107,0.0135818435137306,"Pdk4/Klf15/Fyn/Mmp2/Egr1/Gdf15/Lpin1/Egr2/Lrp1/Nfkbia/Foxo3/Dnaic1/Mdm2/Cacna1a/Slc2a4/C2cd5/Tnfaip3/Slc27a1/Irf5/C1qtnf9/Slc25a33/Stat2/Gkap1/Cyp11a1/Adrb2/Nr4a1/Pdk2/Vps13c/Slc2a8/Prkcd/C1qtnf12/Socs3/Appl1",33
"48","Upregulated","BP","GO:0016054","organic acid catabolic process","22/970","223/23328",0.000165398271374448,0.0158718055015107,0.0135818435137306,"Aldh6a1/Aig1/Ldhd/Cyp26b1/Gcdh/Fah/Lpin1/Aldh1l1/Ddah1/Sdsl/Acox2/Adhfe1/Acaa2/Hibadh/Pex7/Acox3/Cpt1a/Slc25a17/Echdc1/Tgfb1/Csad/Echs1",22
"49","Upregulated","BP","GO:0046395","carboxylic acid catabolic process","22/970","223/23328",0.000165398271374448,0.0158718055015107,0.0135818435137306,"Aldh6a1/Aig1/Ldhd/Cyp26b1/Gcdh/Fah/Lpin1/Aldh1l1/Ddah1/Sdsl/Acox2/Adhfe1/Acaa2/Hibadh/Pex7/Acox3/Cpt1a/Slc25a17/Echdc1/Tgfb1/Csad/Echs1",22
"50","Upregulated","BP","GO:1904018","positive regulation of vasculature development","21/970","208/23328",0.000167383247694866,0.0158718055015107,0.0135818435137306,"Rapgef3/Hdac7/Plcg1/Egr1/Btg1/Ddah1/Ctsh/Gata4/Tert/Gata6/Vegfa/Zc3h12a/Acvrl1/Anxa3/Plk2/Rras/Itgb1/Tnfrsf1a/Cth/Sash1/Smad1",21
"51","Upregulated","BP","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","10/970","60/23328",0.000167926923968988,0.0158718055015107,0.0135818435137306,"Rbl2/Rb1/Mdm2/Cdkn1a/Pidd1/Rbm38/Gpnmb/Brd7/Dgkz/Rfwd3",10
"52","Upregulated","BP","GO:0030198","extracellular matrix organization","27/970","302/23328",0.0001681195134948,0.0158718055015107,0.0135818435137306,"Fgfr4/Mmp2/Carmil2/Wnt3a/Rgcc/Adamts7/Rb1/Colgalt1/Tmem38b/Adamtsl5/Adamts9/Col17a1/Adamts2/Mmp17/Mkx/Tnfrsf1b/Fkbp10/Loxl3/Hspg2/Nid1/Lcp1/Fn1/Myo1e/Itgb1/Serac1/Tgfb1/Tnfrsf1a",27
"53","Upregulated","BP","GO:0051209","release of sequestered calcium ion into cytosol","14/970","109/23328",0.00017104324195999,0.0158718055015107,0.0135818435137306,"Plcg1/Ddit3/Glp1r/Itpr1/Bbc3/Tmem38b/Prkce/Tmem38a/Jph2/Ubash3b/Slc8b1/Tgfb1/Hap1/Ryr1",14
"54","Upregulated","BP","GO:0097553","calcium ion transmembrane import into cytosol","16/970","136/23328",0.000172394302000023,0.0158718055015107,0.0135818435137306,"Fyn/Plcg1/Ddit3/Glp1r/Itpr1/Bbc3/Tmem38b/Prkce/Tmem38a/Jph2/Adrb2/Ubash3b/Slc8b1/Tgfb1/Hap1/Ryr1",16
"55","Upregulated","BP","GO:0043062","extracellular structure organization","27/970","303/23328",0.0001774428442539,0.0158718055015107,0.0135818435137306,"Fgfr4/Mmp2/Carmil2/Wnt3a/Rgcc/Adamts7/Rb1/Colgalt1/Tmem38b/Adamtsl5/Adamts9/Col17a1/Adamts2/Mmp17/Mkx/Tnfrsf1b/Fkbp10/Loxl3/Hspg2/Nid1/Lcp1/Fn1/Myo1e/Itgb1/Serac1/Tgfb1/Tnfrsf1a",27
"56","Upregulated","BP","GO:0003151","outflow tract morphogenesis","12/970","84/23328",0.000178726573818317,0.0158718055015107,0.0135818435137306,"Bmp4/Hey2/Bmp7/Gata4/Gata6/Vegfa/Tbx1/Dhrs3/Plxnd1/Nrp2/Hes1/Ryr1",12
"57","Upregulated","BP","GO:0007517","muscle organ development","34/970","420/23328",0.000180038390763405,0.0158718055015107,0.0135818435137306,"Fos/Hdac7/Wnt3a/Mymx/Egr1/Bmp4/Cyp26b1/Egr2/Des/Hey2/Gata4/Rb1/Gata6/Tbx1/Crhr2/Hoxd9/Jph2/Mkx/Vamp5/Adgrb1/Trp73/Meis1/Btg2/Adrb2/Klf5/Nr4a1/Btbd1/Lama5/Tgfb1/Hdac2/Ryr1/Cd164/Sap30/Nr1d2",34
"58","Upregulated","BP","GO:0045765","regulation of angiogenesis","28/970","320/23328",0.000184326612181282,0.0159696763139818,0.0136655936617158,"Rapgef3/Hdac7/Plcg1/Vash1/Btg1/Rgcc/Ddah1/Ctsh/Gata4/Tert/Gata6/Vegfa/Zc3h12a/Acvrl1/Adamts9/Plxnd1/Crhr2/Adgrb1/Anxa3/Plk2/E2f2/Tnfrsf12a/Adrb2/Rras/Itgb1/Tnfrsf1a/Sash1/Smad1",28
"59","Upregulated","BP","GO:0051283","negative regulation of sequestering of calcium ion","14/970","110/23328",0.000188616945027709,0.0160644093010888,0.0137466587054093,"Plcg1/Ddit3/Glp1r/Itpr1/Bbc3/Tmem38b/Prkce/Tmem38a/Jph2/Ubash3b/Slc8b1/Tgfb1/Hap1/Ryr1",14
"60","Upregulated","BP","GO:0009411","response to UV","16/970","138/23328",0.000204388614992475,0.0171175465056198,0.0146478507411274,"Ei24/Primpol/1700007K13Rik/Cdkn1a/Tmem161a/Ptprk/Polk/Nfatc4/Casp3/Rev1/Ddias/N4bp1/Usp28/Map4k3/Ddb2/Poli",16
"61","Upregulated","BP","GO:0071482","cellular response to light stimulus","13/970","98/23328",0.00020877133699414,0.0171979666950091,0.0147166680176197,"Ei24/1700007K13Rik/Cdkn1a/Tmem161a/Ptprk/Polk/Aipl1/Nfatc4/Ddias/N4bp1/Usp28/Ddb2/Poli",13
"62","Upregulated","BP","GO:0051098","regulation of binding","32/970","390/23328",0.000216526118746587,0.0174917269643766,0.0149680449645411,"Rapgef3/Ddit3/Wnt3a/Bmp4/Lrp1/Ldlrap1/Hey2/Dzip1/Mad2l2/Lhx2/Rb1/Tert/Atp2a3/Csnk1e/Cdkn1a/Plxnd1/Cyld/Caprin2/Camk1/Plk2/Nfatc4/Styx/Adrb2/Ubash3b/Tmc8/Tgfb1/Hes1/Hipk1/Eif2ak3/Aktip/Hdac2/Agrn",32
"63","Upregulated","BP","GO:0034764","positive regulation of transmembrane transport","23/970","243/23328",0.000219299263433975,0.0174917269643766,0.0149680449645411,"Rapgef3/Klf15/Plcg1/Azin2/Bmp4/Kcnc1/Tert/Akap7/Arc/C2cd5/Atp1b2/Ifngr1/Atp1b1/Jph2/Cnksr3/Adrb2/Itgb1/Hap1/Prkcd/C1qtnf12/Ocln/Appl1/Wnk1",23
"64","Upregulated","BP","GO:0051282","regulation of sequestering of calcium ion","14/970","112/23328",0.000228477271378363,0.0177990983855521,0.0152310692652486,"Plcg1/Ddit3/Glp1r/Itpr1/Bbc3/Tmem38b/Prkce/Tmem38a/Jph2/Ubash3b/Slc8b1/Tgfb1/Hap1/Ryr1",14
"65","Upregulated","BP","GO:1905314","semi-lunar valve development","7/970","31/23328",0.000230237093544456,0.0177990983855521,0.0152310692652486,"Bmp4/Hey2/Gata4/Rb1/Tnfrsf1b/Tgfb1/Tnfrsf1a",7
"66","Upregulated","BP","GO:0007431","salivary gland development","8/970","41/23328",0.00024435799644872,0.018604529275073,0.0159202937080227,"Bmp7/Polb/Tfcp2l1/Plxnd1/Plxna1/Cdh1/Lama5/Twsg1",8
"67","Upregulated","BP","GO:0051208","sequestering of calcium ion","14/970","113/23328",0.00025098748782124,0.018824061586593,0.0161081522034527,"Plcg1/Ddit3/Glp1r/Itpr1/Bbc3/Tmem38b/Prkce/Tmem38a/Jph2/Ubash3b/Slc8b1/Tgfb1/Hap1/Ryr1",14
"68","Upregulated","BP","GO:1901214","regulation of neuron death","31/970","377/23328",0.000259868886592338,0.0189443276512505,0.0162110664478363,"Fos/Fas/Hdac7/Fyn/Ddit3/Wnt3a/Egr1/Lrp1/Glp1r/Adam8/Itpr1/Foxo3/Tert/Vegfa/Bbc3/Itga1/Nae1/Cacna1a/Draxin/Trp73/Nfatc4/Tnfrsf1b/Btg2/Casp3/Gpnmb/Capn2/Aars/Map3k5/Tnfrsf1a/Agrn/Alkbh1",31
"69","Upregulated","BP","GO:0051145","smooth muscle cell differentiation","11/970","75/23328",0.000260131066255977,0.0189443276512505,0.0162110664478363,"Bmp4/Tbx18/Hey2/Gata6/Vegfa/Nfatc4/Klf5/Tgfb1/Cth/Hes1/Pdcd4",11
"70","Upregulated","BP","GO:0043393","regulation of protein binding","22/970","231/23328",0.000272962027617434,0.0194928377478866,0.0166804382718233,"Wnt3a/Bmp4/Lrp1/Ldlrap1/Dzip1/Tert/Atp2a3/Csnk1e/Cdkn1a/Plxnd1/Cyld/Caprin2/Camk1/Plk2/Nfatc4/Styx/Adrb2/Ubash3b/Tmc8/Eif2ak3/Aktip/Agrn",22
"71","Upregulated","BP","GO:0010631","epithelial cell migration","26/970","295/23328",0.000275421190069641,0.0194928377478866,0.0166804382718233,"Hdac7/Plcg1/Vash1/Bmp4/Rgcc/Ctsh/Adam8/Pkn1/Vegfa/Zc3h12a/Acvrl1/Adamts9/Prkce/Calr/Plxnd1/Adgrb1/Anxa3/Plk2/Hbegf/Gipc1/Rras/Nr4a1/Itgb1/Tgfb1/Sash1/Ptp4a3",26
