"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"11","Upregulated","BP","GO:1903829","positive regulation of cellular protein localization","58/2120","317/23328",1.98285492159704e-07,9.0943568484957e-05,7.64124924897868e-05,"Rapgef3/Stom/Fyn/Wnt3a/Lrp1/Mdm2/Tert/Gas6/Vamp2/Lrig2/Abca7/Cyld/Vegfa/Sorl1/Cep250/Necab2/Prkcd/Cep131/Crocc/C2cd5/Zdhhc1/Egfr/Stac2/Card10/Pdcd10/Arpc2/Jak2/Cln3/Prkaa1/Pdcd5/Cnst/Rufy3/Lgals3/Rab29/Rock2/Camk1/Zfand1/Bbc3/Rab11a/Epb41l2/Cd2ap/Eif2ak3/Lrp4/Ank3/Prkaa2/Bcas3/Tsg101/Ogt/Cd81/Itgb1/Ddrgk1/Dlg1/Ect2/Myo1c/Actr3/Epb41/Prkaca/Acsl3",58
"12","Upregulated","BP","GO:0042176","regulation of protein catabolic process","68/2120","395/23328",2.05472866654175e-07,9.0943568484957e-05,7.64124924897868e-05,"Hspa1a/Hspa1b/Adam8/Azin2/Crebrf/Fyn/Trim40/Fbxl20/Mad2l2/Mdm4/Lrp1/Derl3/Mdm2/Styx/Ufl1/Atp13a2/Grin2c/Wdr91/Lrig2/Mapk15/Serpine2/Csnk1e/Adgrb1/Nupr1/Adam9/Sorl1/Pkd1/Rchy1/Zer1/Ric1/Ctsc/Nedd4l/Egfr/Dedd/Dvl1/Efna1/Csnk1a1/Herpud1/Laptm4b/Tnfrsf1b/Atg4b/Mtm1/Plk2/Fam83d/Csnk2a2/Itch/Gga1/Abca2/Sh3d19/Hace1/Fbxl5/Mapk9/Wwp1/Sgsm3/Pttg1ip/Uqcc2/Ogt/Pacsin3/Cd81/Ctsa/Ddrgk1/Smad4/Arntl/Clu/Tmtc3/Rps7/Prkaca/Araf",68
"13","Upregulated","BP","GO:0006520","cellular amino acid metabolic process","49/2120","250/23328",2.05879312130641e-07,9.0943568484957e-05,7.64124924897868e-05,"Aldh6a1/Azin2/Dglucy/Fah/Cacna1a/Sirt4/Adssl1/Ido1/Adhfe1/Cbs/Sdsl/Aasdh/Ddah1/Nars2/Got1l1/Hibadh/Kyat3/Bckdhb/Csad/Aspg/Dpys/Pm20d1/Cth/Cln3/Ass1/Gad1/Thap4/Htt/Qrsl1/Auh/Acad8/Plod2/Mthfd1/Kyat1/Asns/Gls2/Nit2/Vars2/Acat1/Aars2/Gfpt1/Hmgcl/Got1/Dalrd3/Cars2/Gstz1/Plod3/Glud1/Gldc",49
"14","Upregulated","BP","GO:0043087","regulation of GTPase activity","56/2120","303/23328",2.26845043642422e-07,9.0943568484957e-05,7.64124924897868e-05,"Rapgef3/Rgs14/Tbc1d8/Prtn3/Arhgap9/Arap1/Ephb3/Arhgef10/Plxnb2/Grtp1/Flcn/Kalrn/Tsc1/Fgd6/Dgki/Ric1/Nf1/Lrch1/Chn1/Rasa3/Plxnd1/Tbc1d2/Rictor/Bin1/Gmip/Myo9b/Rap1a/Rap1gap/Snx13/Arap2/Agrn/Rabgap1l/Rasa4/Arhgap45/Arhgef15/Tbc1d2b/Bbs4/Sbf2/Vav2/Tbc1d15/Chn2/Iqgap2/Asap3/Sgsm3/Bcas3/Srgap2/Plxna1/Itgb1/Rasa2/Tbc1d17/Ect2/Tbck/Abr/Tbc1d22a/Dennd1b/Icam1",56
"15","Upregulated","BP","GO:0030100","regulation of endocytosis","45/2120","222/23328",2.35077292309901e-07,9.0943568484957e-05,7.64124924897868e-05,"Dnm1/Slc2a4/Wnt3a/Cd300a/Lrp1/Ankrd13d/Ldlrap1/Hap1/Bmp2k/Abca7/Vegfa/Ahi1/Appl2/Dll1/Necab2/Napb/Ppp3r1/Sfrp4/Nedd4l/Flot1/Dgkq/Appl1/Dnajc6/Arc/Cln3/Bin1/Mkln1/Lgals3/Pard3/Axl/Wasl/Tfr2/Atxn2/Cd2ap/Pacsin1/Dnm2/Syk/Smap1/Abca2/Tsg101/Pacsin3/Itgb1/Clu/Bcl2l1/Mib1",45
"16","Upregulated","BP","GO:0051656","establishment of organelle localization","66/2120","382/23328",2.69663785624541e-07,9.78036842487006e-05,8.21764904613732e-05,"Dnm1/Becn1/Slit1/Slc2a4/Cd300a/Exoc4/Misp/Gpr143/Hap1/Mapk15/Bloc1s2/Eya1/Unc13d/Wipi1/Rab3a/Ap3m2/Myo1e/Ahi1/Myo6/Pex14/Crocc/Spag5/Myo5c/Ap1ar/Spg11/Psrc1/Pdcd10/Cenpa/Cln3/Pibf1/Kif23/Spice1/Myo1b/Pard3/Htt/Copg2/Sun1/Fer/Wasl/Kifc1/Stk25/Cdh3/Rab11a/Map4k2/Lat/Nde1/Fam83d/Kif1b/Dnm2/Syk/Arfgap3/Lamp1/Tmem201/Arfgap2/Cep83/Stard3nl/Gbf1/Itgb1/Kif18a/Snap23/Dlg1/Myo1c/Stxbp2/Actr3/Wdr11/Dctn1",66
"17","Upregulated","BP","GO:0007005","mitochondrion organization","78/2120","481/23328",3.42792269294127e-07,0.000113116168712948,9.50423271952572e-05,"Fas/Cox20/Dnm1/Primpol/Becn1/Nubpl/Atg9b/Lpin1/Sirt4/Slc25a33/Stat2/Slc25a36/Tert/Bhlha15/Trp73/Afg1l/Inf2/Atp13a2/Hap1/Wdr35/Bloc1s2/Wipi1/Rab3a/Flcn/Ndufaf5/Vps13c/Vps13d/Tomm20/Smim20/Ddhd1/Cox19/Ppif/Acaa2/Polg2/Ndufaf7/Taz/Bnip3/Aifm2/Pld6/Tk2/Prkaa1/Pdcd5/Htt/Atg14/Ndufaf6/Camk2a/Rab29/Mtm1/Pank2/Mtch2/Mtfr2/Cep89/Siva1/Bbc3/Timm44/Mfn1/Ttc19/Dnm2/P2rx7/Pex5/Mfsd14a/Mapk9/Acad9/Jtb/Uqcc2/Ogt/Mipep/Bid/Apoo/Oma1/Trafd1/Hmgcl/Atad3a/Bcl2l1/Pmpcb/Pnpt1/Mtx2/Grpel2",78
"18","Upregulated","BP","GO:0051650","establishment of vesicle localization","35/2120","155/23328",3.50868694956584e-07,0.000113116168712948,9.50423271952572e-05,"Dnm1/Slc2a4/Exoc4/Gpr143/Hap1/Mapk15/Bloc1s2/Wipi1/Rab3a/Ap3m2/Myo1e/Ahi1/Myo6/Myo5c/Ap1ar/Spg11/Cln3/Kif23/Myo1b/Htt/Wasl/Kifc1/Cdh3/Rab11a/Map4k2/Nde1/Kif1b/Dnm2/Arfgap3/Arfgap2/Stard3nl/Gbf1/Myo1c/Wdr11/Dctn1",35
"19","Upregulated","BP","GO:0090407","organophosphate biosynthetic process","71/2120","427/23328",4.38375073452129e-07,0.000133888976381195,0.000112496029929654,"Plcg1/Mpc1/Pdk4/Agpat4/Lpcat2/Adssl1/Ido1/Npr2/Gucy2e/Pik3c2b/Ldhd/Dgka/Pank4/Serac1/Nppb/Gcdh/Agpat5/Fdps/Hexb/Dgke/Aspdh/Pigf/Dguok/Flcn/Acss1/Tmem38b/Pnpla3/Pdk2/Slc27a1/Nmnat2/Dgkq/Adcy6/Ip6k2/Pigb/Idh2/Dgkh/Cln3/Npr1/Taz/Pign/Mboat2/Dgkz/Ip6k1/Acsl6/Etnk1/Abhd5/Pank2/Slc25a13/Ckmt1/Nmrk1/Nme4/Abca2/Mthfd1/Prpsap1/Abhd4/Abhd8/Capn2/Gnpat/Itpkc/Tpk1/Lpcat3/Pmvk/Nadsyn1/Tamm41/Acat1/Cept1/Mocs2/Bcl2l1/Ppcdc/Ak1/Acsl3",71
"20","Upregulated","BP","GO:0060271","cilium assembly","56/2120","310/23328",4.91334805094133e-07,0.000136107603549056,0.000114360162101133,"Dnaaf3/Ccdc63/Ift46/Ablim1/Dzip1/Ttc25/Hap1/Ccdc113/Mapk15/Wdr35/Rsph6a/Dnaic1/Tctn1/Cyld/Ttll3/Lama5/Ahi1/Tchp/Ift57/Cep250/Cfap44/Ptpdc1/Cfap69/Cep131/Crocc/Ccp110/Parva/Dnah17/Atp6v1d/Bbs2/Nek1/Pibf1/Ift140/Cep162/Htt/Ttll5/Rab29/Ift122/Mks1/Cep89/Wdr78/Bbs4/Abcc4/Hydin/Dnm2/Ift81/Rsph1/Ccdc66/Cep83/Rpgrip1l/2700049A03Rik/Cplane1/Actr3/Wdr11/Tapt1/Dctn1",56
"21","Upregulated","BP","GO:0007050","cell cycle arrest","32/2120","137/23328",4.92548625629878e-07,0.000136107603549056,0.000114360162101133,"Rgcc/Ddit3/Whamm/Cdkn1b/Slc25a33/Mdm4/Rb1/Mdm2/Trp73/Rbm38/Vash1/Casp2/Gata6/Pkd1/Mtbp/Kmt2e/Bin1/Calr/Rassf1/Mlxipl/Prr11/Foxm1/Map3k20/Pidd1/Sgsm3/Tsg101/Apbb2/Eif2ak4/Cdkn1a/Prkaca/Ak1/Pnpt1",32
"22","Upregulated","BP","GO:0051648","vesicle localization","37/2120","174/23328",7.99944349113569e-07,0.000211003502632093,0.000177289101679141,"Dnm1/Slc2a4/Exoc4/Gpr143/Hap1/Mapk15/Bloc1s2/Wipi1/Rab3a/Ap3m2/Myo1e/Ahi1/Myo6/Myo5c/Ap1ar/Spg11/Vps33b/Cln3/Kif23/Myo1b/Htt/Wasl/Kifc1/Cdh3/Rab11a/Map4k2/Nde1/Kif1b/Dnm2/Arfgap3/Arfgap2/Stard3nl/Gbf1/Myo1c/Bcl2l1/Wdr11/Dctn1",37
"23","Upregulated","BP","GO:0007264","small GTPase mediated signal transduction","71/2120","437/23328",1.05867754629035e-06,0.000256389863592108,0.000215423573679429,"Rapgef3/Psd2/Arhgef4/Plcd4/Plekhg6/Sos1/Fgd5/Rras/Nradd/Cadm4/Rap1gap2/Kctd13/Arhgef10/Garnl3/Dock4/Arhgap17/Rasgrp4/Arhgef33/Cnksr1/Flcn/Rtkn/Kalrn/Fgd6/Dgki/Usp28/Sh2d3c/Nf1/Gpr4/Iqgap3/Chn1/Flot1/Rasa3/Sipa1l2/Celsr1/Rhov/Rhebl1/Dock6/Iqsec2/Myo9b/Dgkz/Rap1a/Dock1/Scai/Mras/Rap1gap/Rassf1/Rock2/Rasa4/Sos2/Rhod/Arhgef15/Arhgef39/Sipa1/Vav2/Lat/Plk2/Cd2ap/Foxm1/Dnm2/Arhgef17/Arhgef25/Eps8/Lztr1/Rhobtb2/Ogt/Itgb1/Rasa2/Dennd4b/Arhgef1/Ect2/Abr",71
"24","Upregulated","BP","GO:0032535","regulation of cellular component size","68/2120","413/23328",1.09488762642148e-06,0.000256389863592108,0.000215423573679429,"Rapgef3/Slc12a4/Whamm/Sema3f/Slit1/Ssh3/Wnt3a/Plekhh2/Lrp1/Fstl4/Slc6a12/Carmil2/Trp73/Vill/Inf2/Slc12a8/Atp13a2/Rap1gap2/Sema4g/Ppp1r9a/Kcnma1/Sema5a/Vegfa/Slc12a7/Tsc1/Cdhr2/Prkcd/Sema6c/Cit/Tnfrsf12a/Ap1ar/Iqgap3/Capg/Fhod3/Arpin/Fn1/Arpc2/Cln3/Rictor/Bin1/Prkce/Rufy3/Cntn2/Fer/Sema5b/Wasl/Rab11a/Bbs4/Kank3/Fchsd2/Dnm2/Sema4f/Iqgap2/Ist1/P2rx7/Hp1bp3/Eps8/Ogt/Capza2/Sptan1/Golga4/Capza1/Ryk/Dlg1/Myo1c/Actr3/Icam1/Capzb",68
"25","Upregulated","BP","GO:0043112","receptor metabolic process","42/2120","212/23328",1.10455739958688e-06,0.000256389863592108,0.000215423573679429,"Dnm1/Becn1/Wnt3a/Ankrd13d/Ldlrap1/Nr1d1/Hap1/Itgb2/Arap1/Vegfa/Ahi1/Sorl1/Myo6/Necab2/Napb/Ppp3r1/Sec24a/Sfrp4/Ap1ar/Flot1/Arc/Jak2/Itgav/Mkln1/Pard3/Cntn2/Rab29/Snx25/Agrn/Atxn2/Pacsin1/Itch/Dnm2/Syk/Abca2/Lgmn/Mvb12a/Hdac2/Cd81/Itgb1/Cd9/Uvrag",42
"26","Upregulated","BP","GO:1902115","regulation of organelle assembly","41/2120","206/23328",1.30279442301529e-06,0.0002806452571804,0.000235803410442804,"Hspa1a/Hspa1b/Lrrc4b/Becn1/Tmem39a/Ift46/Pip4k2c/Sdc4/Dzip1/Patl2/Hap1/Mapk15/Cyld/Nupr1/Tchp/Mdm1/Crocc/Ccp110/Spag5/Fez2/Arpc2/Prkaa1/Spice1/Ift140/Htt/Mtm1/Bbs4/Atxn2/Plk2/Dnm2/Prkaa2/Mapk9/Cep192/Tsg101/Hdac2/Nprl2/Smad4/Cnot1/Stam/Tapt1/Atxn2l",41
"27","Upregulated","BP","GO:0044770","cell cycle phase transition","68/2120","415/23328",1.30577665756864e-06,0.0002806452571804,0.000235803410442804,"Rbl2/Fbxl3/Rgcc/Cdkn1b/Ccng2/Susd2/Orc1/Ccna1/Gpnmb/Rb1/Mdm2/Tert/Tpra1/Ctc1/Nfatc1/Rad51b/Akap8l/Mapk15/Cdc25c/Rbm38/Casp2/Appl2/Pkd1/Nae1/Mtbp/Pcid2/Cdc7/Cit/Egfr/Iqgap3/Smc5/Nek6/Appl1/Kmt2e/Npat/Ube2l3/Dgkz/Cdc16/Camk2a/Cdc25b/Brd7/Blm/Rab11a/Ttk/Plk2/Fam83d/Bub1/Senp2/Foxm1/Prkdc/Pidd1/Eps8/Cep192/Rpl17/Plk5/Cdk18/Miip/Bid/Itgb1/Mbd4/Cdk2ap2/Ccnb2/Lcmt1/Cdkn1a/Bub1b/Atad5/Rfwd3/Dync1li1",68
"28","Upregulated","BP","GO:0044772","mitotic cell cycle phase transition","63/2120","376/23328",1.47319132364128e-06,0.000305318901824655,0.000256534669590466,"Rbl2/Fbxl3/Rgcc/Cdkn1b/Ccng2/Orc1/Ccna1/Gpnmb/Rb1/Mdm2/Tert/Tpra1/Ctc1/Nfatc1/Rad51b/Cdc25c/Rbm38/Casp2/Appl2/Pkd1/Nae1/Mtbp/Pcid2/Cdc7/Cit/Egfr/Iqgap3/Smc5/Nek6/Appl1/Kmt2e/Npat/Dgkz/Cdc16/Camk2a/Cdc25b/Brd7/Blm/Rab11a/Ttk/Plk2/Bub1/Senp2/Foxm1/Prkdc/Pidd1/Eps8/Cep192/Rpl17/Plk5/Cdk18/Miip/Bid/Itgb1/Mbd4/Cdk2ap2/Ccnb2/Lcmt1/Cdkn1a/Bub1b/Atad5/Rfwd3/Dync1li1",63
"29","Upregulated","BP","GO:0010256","endomembrane system organization","67/2120","410/23328",1.71561650882525e-06,0.000343300779334929,0.000288447755676173,"Tmem43/Dnm1/Whamm/Bhlha15/Tmem38a/Hook2/Akap8l/Mapk15/Ano3/Serpine2/Abca7/Sptbn5/Als2cl/Rab3a/Tmem38b/Prkcd/Cog2/Tjap1/Ano9/Esyt3/Cit/Atl2/Flot1/Vps33b/Pdcd10/Cln3/Csnk1a1/Bin1/Laptm4b/Kifc3/Bnip1/Htt/Lemd2/Rab29/Agrn/Sun1/Vrk1/Wasl/Stk25/Reep4/Rab11a/Bin2/AU040320/Zfp385a/Arv1/Pacsin1/Eif2ak3/Dnm2/Coro7/P2rx7/Hace1/Pex5/Tmem201/Mfsd14a/Myo18a/Ank3/Lpcat3/Bcas3/Gbf1/Plk5/Pacsin3/Tram2/Clu/Osbpl2/Trappc11/Pi4k2b/Dctn1",67
"30","Upregulated","BP","GO:0018209","peptidyl-serine modification","60/2120","357/23328",2.34411159650329e-06,0.000453429319816954,0.000380979821579062,"Rapgef3/Mst1/Bgn/Mast4/Mad2l2/Wnt3a/Mgat5b/Gas6/Clk1/Pkn1/Pnck/Csnk1e/Vegfa/Pkd1/Pdk2/Prkcd/Cdc7/Caprin2/Sh2d3c/Egfr/Mapk13/Dgkq/Nek6/Stk38l/Pdcd10/Csnk1a1/Rictor/Prkce/Csnk1g1/Hipk1/Prkaa1/Mast3/Dclk2/Camk2a/Rock2/Mlxipl/Camk1/Vrk1/Smyd3/Mapkapk3/Ttk/Poglut1/Plk2/Inpp5k/Csnk2a2/Eif2ak3/Pkn3/Syk/Fnip1/Prkdc/Mapk9/Raf1/Ogt/Srpk2/Spock2/Ikbkb/Prkaca/Araf/Smg1/Tnks",60
"31","Upregulated","BP","GO:1901990","regulation of mitotic cell cycle phase transition","48/2120","265/23328",2.89507965508515e-06,0.000536738620103064,0.000450977858696934,"Rbl2/Rgcc/Cdkn1b/Orc1/Gpnmb/Rb1/Mdm2/Tert/Tpra1/Ctc1/Rad51b/Cdc25c/Rbm38/Casp2/Appl2/Pkd1/Nae1/Mtbp/Pcid2/Cdc7/Egfr/Nek6/Appl1/Kmt2e/Dgkz/Cdc16/Cdc25b/Brd7/Blm/Rab11a/Ttk/Bub1/Senp2/Prkdc/Pidd1/Cep192/Rpl17/Plk5/Miip/Bid/Mbd4/Cdk2ap2/Lcmt1/Cdkn1a/Bub1b/Atad5/Rfwd3/Dync1li1",48
"32","Upregulated","BP","GO:0006654","phosphatidic acid biosynthetic process","10/2120","20/23328",2.95978560111977e-06,0.000536738620103064,0.000450977858696934,"Dgka/Dgke/Pnpla3/Slc27a1/Dgkq/Dgkh/Dgkz/Abhd5/Abhd4/Abhd8",10
"33","Upregulated","BP","GO:0042982","amyloid precursor protein metabolic process","19/2120","66/23328",3.97724035440522e-06,0.000697209187583774,0.000585808240182128,"Unc13a/Ldlrap1/Hap1/Abca7/Csnk1e/Sorl1/Necab2/Efna1/Cln3/Bin1/Rock2/Flot2/Casp3/Pawr/Abcg1/Abca2/Itm2b/Clu/Dlg1",19
"34","Upregulated","BP","GO:0018105","peptidyl-serine phosphorylation","56/2120","331/23328",4.08497542268625e-06,0.000697209187583774,0.000585808240182128,"Rapgef3/Mst1/Mast4/Mad2l2/Wnt3a/Gas6/Clk1/Pkn1/Pnck/Csnk1e/Vegfa/Pkd1/Pdk2/Prkcd/Cdc7/Caprin2/Sh2d3c/Egfr/Mapk13/Dgkq/Nek6/Stk38l/Pdcd10/Csnk1a1/Rictor/Prkce/Csnk1g1/Hipk1/Prkaa1/Mast3/Dclk2/Camk2a/Rock2/Mlxipl/Camk1/Vrk1/Smyd3/Mapkapk3/Ttk/Plk2/Inpp5k/Csnk2a2/Eif2ak3/Pkn3/Syk/Fnip1/Prkdc/Mapk9/Raf1/Ogt/Srpk2/Ikbkb/Prkaca/Araf/Smg1/Tnks",56
