"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"11","Upregulated","BP","GO:0007015","actin filament organization","38/796","437/23328",1.5100135257175e-07,6.08569977351885e-05,4.99935663492245e-05,"Rapgef3/Esam/Capg/Carmil2/Lcp1/Rgcc/Arpin/Sdc4/Micall2/Tpm4/Sorbs3/Kank3/Pstpip1/Tmsb10/Whamm/Marcks/Prkce/Myo1e/Tmsb4x/Icam1/Ap1ar/Sptan1/Id1/Bcar1/Ppp1r9a/Arap1/Eps8/Prkcd/Rhoc/Myo1c/Efs/Arhgap18/Baiap2/Zyx/Arhgap17/Vasp/S100a10/Arhgef5",38
"12","Upregulated","BP","GO:0009611","response to wounding","41/796","492/23328",1.55391736259025e-07,6.08569977351885e-05,4.99935663492245e-05,"Procr/Tnfaip3/Wnt3a/Carmil2/Tnfrsf12a/Vash1/Lcp1/Cdkn1a/Tgfb1/Hbegf/Matn4/Sdc4/Grhl3/Cadm4/Casp3/Itgb1/Mmp2/Myof/Prkce/Acvrl1/Elk3/F5/Lrp1/Anxa2/Fermt3/Dysf/Gpr4/Pdgfa/Fgfr1op2/Hmox1/Prkcd/Lrig2/Fkbp10/Plec/Cd9/Prdx2/Epha4/Jun/Ngfr/Snhg17/Zfp36l2",41
"13","Upregulated","BP","GO:0033002","muscle cell proliferation","26/796","236/23328",1.62052636328851e-07,6.08569977351885e-05,4.99935663492245e-05,"Egr1/Nppb/Tnfaip3/Cdkn1b/Bmp4/Gata6/Ldlrap1/Cited2/Cdkn1a/Hey2/Ilk/Mdm2/Hbegf/Meis1/Vgll4/Mmp2/Orc1/Trp73/Foxj2/Tbx20/Hmox1/Trib1/Map3k5/Jun/Shc1/Hdac2",26
"14","Upregulated","BP","GO:1902807","negative regulation of cell cycle G1/S phase transition","13/796","64/23328",2.02929539692344e-07,7.05882077130912e-05,5.79876822240405e-05,"Rbm38/Rbl2/Cdkn1a/Mdm2/Cdkn2b/Rb1/Pidd1/Cdk2ap2/Susd2/Rfwd3/Dgkz/Brd7/Ezh2",13
"15","Upregulated","BP","GO:0008637","apoptotic mitochondrial changes","17/796","111/23328",2.20507730137505e-07,7.05882077130912e-05,5.79876822240405e-05,"Plaur/Lmna/Fas/Bbc3/Bcl2l1/Sfn/Acaa2/Trp73/Camk2a/Pmaip1/Bloc1s2/Siva1/Wdr35/Gclm/Bid/Jun/Hk2",17
"16","Upregulated","BP","GO:1901342","regulation of vasculature development","33/796","356/23328",2.32376442503657e-07,7.05882077130912e-05,5.79876822240405e-05,"Rapgef3/Fgfbp1/Egr1/Anxa3/Zc3h12a/Ddah1/Bmp4/Gata6/Col4a2/Tnfrsf12a/Vash1/Cd59a/Plcg1/Rgcc/Hey2/Plk2/Lgals3/E2f2/Hdac7/Itgb1/Btg1/Tnfrsf1a/Foxj2/Acvrl1/Id1/Adgrb1/Adamts9/Gpr4/Hmox1/Hk2/Ngfr/Shc1/Klf5",33
"17","Upregulated","BP","GO:0110053","regulation of actin filament organization","28/796","273/23328",2.45800805227888e-07,7.05882077130912e-05,5.79876822240405e-05,"Rapgef3/Esam/Capg/Carmil2/Rgcc/Arpin/Sdc4/Sorbs3/Kank3/Tmsb10/Whamm/Prkce/Tmsb4x/Icam1/Ap1ar/Sptan1/Id1/Ppp1r9a/Arap1/Eps8/Prkcd/Rhoc/Myo1c/Arhgap18/Baiap2/Vasp/S100a10/Arhgef5",28
"18","Upregulated","BP","GO:0032535","regulation of cellular component size","36/796","413/23328",3.02080087134379e-07,8.19308325216687e-05,6.73055632738002e-05,"Rapgef3/Wnt7b/Esam/Slc12a4/Wnt3a/Capg/Carmil2/Pou4f2/Tnfrsf12a/Ilk/C1qtnf9/Arpin/Atp13a2/Slc6a12/Kank3/Tmsb10/Inf2/Whamm/Prkce/Nefm/Trp73/Tmsb4x/Icam1/Ap1ar/Sptan1/Sema6c/Lrp1/Ppp1r9a/Eps8/Prkcd/Rap1gap2/Myo1c/Arhgap18/E2f4/Baiap2/Vasp",36
"19","Upregulated","BP","GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II","12/796","56/23328",3.22129771100047e-07,8.27703969742333e-05,6.79952591629463e-05,"Fos/Egr1/Bmp4/Gata6/Tgfb1/Foxo3/Jun/Ngfr/Gnl3/Hdac2/Nfib/Klf5",12
"20","Upregulated","BP","GO:0097193","intrinsic apoptotic signaling pathway","29/796","295/23328",3.69478063850321e-07,9.01895953858633e-05,7.40900749089327e-05,"Perp/Plaur/Pou4f2/Ei24/Cdkn1a/Phlda3/Bbc3/Mdm2/E2f2/Bcl2l1/Sfn/Casp3/Herpud1/Tnfrsf1a/Trp73/Zfp385a/Pmaip1/Tmem161a/Hmox1/Cyld/Arl6ip5/Ddias/Itpr1/Bid/Map3k5/Siah1a/Htra2/Ybx3/Hdac2",29
"21","Upregulated","BP","GO:0061614","pri-miRNA transcription by RNA polymerase II","12/796","58/23328",4.83265792285725e-07,0.000112347790378043,9.22928655944167e-05,"Fos/Egr1/Bmp4/Gata6/Tgfb1/Foxo3/Jun/Ngfr/Gnl3/Hdac2/Nfib/Klf5",12
"22","Upregulated","BP","GO:0010948","negative regulation of cell cycle process","24/796","221/23328",6.26349485705335e-07,0.000131948201204918,0.000108394455807744,"Rbm38/Rbl2/Bmp4/Hormad1/Cdkn1a/Rgcc/Rassf1/Mdm2/Calr/Cdkn2b/Rb1/Pidd1/Nae1/Tpra1/Cdk2ap2/Orc1/Susd2/Pcid2/Rfwd3/Dgkz/Brd7/Kifc1/Ezh2/Zfp36l2",24
"23","Upregulated","BP","GO:0050678","regulation of epithelial cell proliferation","33/796","372/23328",6.32690243688372e-07,0.000131948201204918,0.000108394455807744,"Tgm1/Fgfbp1/Etv4/Nppb/Tnfaip3/Wnt3a/Mst1/Cdkn1b/Bmp4/Vash1/Tgfb1/Plcg1/Rgcc/Nkx2-9/Tbx18/Sfn/Cdkn2b/Rb1/Cdh1/Nr4a1/Acvrl1/Nr2f2/Wdr48/Id1/Hes1/Dysf/Hmox1/Itpr1/Jun/Ngfr/Ptprk/Phb2/Nfib",33
"24","Upregulated","BP","GO:0001667","ameboidal-type cell migration","36/796","427/23328",6.72559036330167e-07,0.000131948201204918,0.000108394455807744,"Fgfbp1/Anxa3/Zc3h12a/Bmp4/Adam8/Vash1/Tgfb1/Plcg1/Rgcc/Plk2/Ilk/Calr/Hbegf/Sdc4/Hdac7/Itgb1/Nr4a1/Prkce/Pkn1/Acvrl1/Nr2f2/Mesp2/Tns1/Nrp2/Adgrb1/Bcar1/Sema6c/Lama5/Adamts9/Ltb4r2/Adam9/Ptp4a3/Hmox1/Gipc1/Jun/Amotl2",36
"25","Upregulated","BP","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","12/796","60/23328",7.12333723557736e-07,0.000131948201204918,0.000108394455807744,"Rbm38/Rbl2/Cdkn1a/Mdm2/Cdkn2b/Rb1/Pidd1/Cdk2ap2/Rfwd3/Dgkz/Brd7/Ezh2",12
"26","Upregulated","BP","GO:0032970","regulation of actin filament-based process","35/796","410/23328",7.18709811444102e-07,0.000131948201204918,0.000108394455807744,"Rapgef3/Esam/Capg/Carmil2/Tgfb1/Rgcc/Ilk/Arpin/Sdc4/Grhl3/Sorbs3/Kank3/Tmsb10/Whamm/Prkce/Tmsb4x/Icam1/Ap1ar/Sptan1/Id1/Lrp1/Ppp1r9a/Arap1/Eps8/Prkcd/Rhoc/Myo1c/Bst2/Arhgap18/Baiap2/Arhgap17/Vasp/S100a10/Hdac2/Arhgef5",35
"27","Upregulated","BP","GO:1902806","regulation of cell cycle G1/S phase transition","18/796","134/23328",7.29742202485206e-07,0.000131948201204918,0.000108394455807744,"Rbm38/Cdkn1b/Rbl2/Cdkn1a/Rgcc/Mdm2/Cdkn2b/Rb1/Pidd1/Cdk2ap2/Susd2/Rfwd3/Dgkz/Ccnd3/Brd7/Bid/Ezh2/Phb2",18
"28","Upregulated","BP","GO:0010631","epithelial cell migration","28/796","295/23328",1.18304020632983e-06,0.000204092750789858,0.000167660661184881,"Fgfbp1/Anxa3/Zc3h12a/Bmp4/Adam8/Vash1/Tgfb1/Plcg1/Rgcc/Plk2/Calr/Hbegf/Hdac7/Itgb1/Nr4a1/Prkce/Pkn1/Acvrl1/Nr2f2/Adgrb1/Bcar1/Adamts9/Ltb4r2/Adam9/Ptp4a3/Hmox1/Gipc1/Jun",28
"29","Upregulated","BP","GO:0043254","regulation of protein-containing complex assembly","36/796","438/23328",1.22450455189251e-06,0.000204092750789858,0.000167660661184881,"Esam/Cdkn1b/Capg/Carmil2/Fas/Lcp1/Unc13a/Tgfb1/Bbc3/Akain1/Lgals3/Arpin/Kank3/Abca1/Cryab/Tmsb10/Whamm/Prkce/Tmsb4x/Icam1/Ap1ar/Sptan1/Hes1/Raf1/Tbx20/Ppp1r9a/Eps8/Prkcd/Dctn1/Rhoc/Myo1c/Arhgap18/Baiap2/Bid/Vasp/Arhgef5",36
"30","Upregulated","BP","GO:0007517","muscle organ development","35/796","420/23328",1.25415455217037e-06,0.000204092750789858,0.000167660661184881,"Fos/Egr1/Mymx/Wnt3a/Bmp4/Gata6/Lmna/Cited2/Egr2/Tgfb1/Hey2/Vamp5/Cyp26b1/Hdac7/Meis1/Rb1/Cryab/Vgll4/Btg2/Nr4a1/Jph2/Trp73/Nr2f2/Adgrb1/Lama5/Tbx20/Dysf/Cntfr/Fbxo22/Sap30/Flnb/Ybx3/Hdac2/Klf5/Foxh1",35
"31","Upregulated","BP","GO:0090132","epithelium migration","28/796","297/23328",1.35260219638602e-06,0.000206004934669772,0.000169231505873743,"Fgfbp1/Anxa3/Zc3h12a/Bmp4/Adam8/Vash1/Tgfb1/Plcg1/Rgcc/Plk2/Calr/Hbegf/Hdac7/Itgb1/Nr4a1/Prkce/Pkn1/Acvrl1/Nr2f2/Adgrb1/Bcar1/Adamts9/Ltb4r2/Adam9/Ptp4a3/Hmox1/Gipc1/Jun",28
"32","Upregulated","BP","GO:0045860","positive regulation of protein kinase activity","36/796","440/23328",1.36178627562743e-06,0.000206004934669772,0.000169231505873743,"Egr1/Wnt7b/Wnt3a/Cdkn1b/Bmp4/Gadd45b/Adam8/Cdkn1a/Itga1/Tgfb1/Gdf15/Rgcc/Il34/Ilk/Hbegf/C1qtnf9/Sdc4/Trp73/Slc27a1/Raf1/Camk1/Ppp1r9a/Adam9/Pdgfa/Prkcd/Ccnd3/Lpar2/Pak6/Prdx2/Epha4/Map3k5/Ezh2/Shc1/Dab1/Phb2/Arhgef5",36
"33","Upregulated","BP","GO:2001234","negative regulation of apoptotic signaling pathway","24/796","231/23328",1.39249546171702e-06,0.000206004934669772,0.000169231505873743,"Tnfaip3/Plaur/Bmp4/Lmna/Lgals3/Mdm2/Fyn/Bcl2l1/Rb1/Herpud1/Acaa2/Icam1/Zfp385a/Raf1/Sh3rf1/Tmem161a/Hmox1/Ddias/Prdx2/Bmi1/Gclm/Bid/Ybx3/Hdac2",24
"34","Upregulated","BP","GO:0033157","regulation of intracellular protein transport","24/796","232/23328",1.50407043510406e-06,0.000209426305881074,0.00017204213661504,"Rapgef3/Zc3h12a/Bmp4/Slc35d3/Lcp1/Ei24/Tgfb1/Bbc3/Mdm2/Atp13a2/Fyn/Sfn/Cdh1/Derl3/Tnfrsf1a/Grasp/Camk1/Pmaip1/Snx3/Prkcd/Myo1c/C2cd5/Prkaca/Nutf2",24
"35","Upregulated","BP","GO:0031589","cell-substrate adhesion","31/796","351/23328",1.51118989062249e-06,0.000209426305881074,0.00017204213661504,"Msln/Bcam/Adam8/Tnfrsf12a/Itga1/Parvb/Ilk/Calr/Sdc4/Micall2/Sorbs3/Itgb1/Whamm/Plekha2/Prkce/Mslnl/Nid2/Acvrl1/Ephb3/Ap1ar/Bcar1/Lrp1/Lama5/Adamts9/Adam9/Fermt3/Utrn/Nid1/Zyx/S100a10/Ptprk",31
"36","Upregulated","BP","GO:0090130","tissue migration","28/796","299/23328",1.54431524205626e-06,0.000209426305881074,0.00017204213661504,"Fgfbp1/Anxa3/Zc3h12a/Bmp4/Adam8/Vash1/Tgfb1/Plcg1/Rgcc/Plk2/Calr/Hbegf/Hdac7/Itgb1/Nr4a1/Prkce/Pkn1/Acvrl1/Nr2f2/Adgrb1/Bcar1/Adamts9/Ltb4r2/Adam9/Ptp4a3/Hmox1/Gipc1/Jun",28
"37","Upregulated","BP","GO:0044843","cell cycle G1/S phase transition","22/796","201/23328",1.59737541898513e-06,0.000210767210688795,0.000173143679838787,"Rbm38/Cdkn1b/Rbl2/Cdkn1a/Rgcc/Plk2/Mdm2/Cdkn2b/Rb1/Pidd1/Itgb1/Cdk2ap2/Susd2/Camk2a/Rfwd3/Dgkz/Ccnd3/Brd7/E2f4/Bid/Ezh2/Phb2",22
"38","Upregulated","BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","18/796","142/23328",1.72321935143241e-06,0.000221388338781395,0.000181868856757825,"Rbm38/Rbl2/Cdkn1a/Rgcc/Mdm2/Cdkn2b/Rb1/Pidd1/Nae1/Tpra1/Cdk2ap2/Orc1/Pcid2/Rfwd3/Dgkz/Brd7/Ezh2/Zfp36l2",18
"39","Upregulated","BP","GO:0030041","actin filament polymerization","21/796","187/23328",1.81174682432201e-06,0.000226793538367693,0.000186309187602344,"Esam/Capg/Carmil2/Arpin/Micall2/Kank3/Pstpip1/Tmsb10/Whamm/Prkce/Tmsb4x/Icam1/Ap1ar/Sptan1/Ppp1r9a/Eps8/Prkcd/Myo1c/Arhgap18/Baiap2/Vasp",21
"40","Upregulated","BP","GO:0045765","regulation of angiogenesis","29/796","320/23328",1.95774465151521e-06,0.00023837502946788,0.000195823295515777,"Rapgef3/Fgfbp1/Anxa3/Zc3h12a/Ddah1/Gata6/Col4a2/Tnfrsf12a/Vash1/Cd59a/Plcg1/Rgcc/Plk2/Lgals3/E2f2/Hdac7/Itgb1/Btg1/Tnfrsf1a/Foxj2/Acvrl1/Id1/Adgrb1/Adamts9/Gpr4/Hmox1/Hk2/Ngfr/Shc1",29
"41","Upregulated","BP","GO:1901988","negative regulation of cell cycle phase transition","19/796","158/23328",2.00192056701824e-06,0.00023837502946788,0.000195823295515777,"Rbm38/Rbl2/Cdkn1a/Rgcc/Mdm2/Cdkn2b/Rb1/Pidd1/Nae1/Tpra1/Cdk2ap2/Orc1/Susd2/Pcid2/Rfwd3/Dgkz/Brd7/Ezh2/Zfp36l2",19
"42","Upregulated","BP","GO:0071158","positive regulation of cell cycle arrest","9/796","36/23328",2.46471360333777e-06,0.000286493614559405,0.000235352351596915,"Rbm38/Gata6/Cdkn1a/Tgfb1/Rgcc/Mdm2/Pidd1/Trp73/Prkaca",9
"43","Upregulated","BP","GO:0071902","positive regulation of protein serine/threonine kinase activity","27/796","291/23328",2.81740158454795e-06,0.000318855789023742,0.000261937634744271,"Wnt7b/Cdkn1b/Bmp4/Gadd45b/Adam8/Itga1/Tgfb1/Gdf15/Rgcc/Il34/Ilk/C1qtnf9/Trp73/Slc27a1/Raf1/Camk1/Adam9/Pdgfa/Prkcd/Ccnd3/Lpar2/Prdx2/Epha4/Map3k5/Ezh2/Shc1/Arhgef5",27
"44","Upregulated","BP","GO:0045862","positive regulation of proteolysis","30/796","344/23328",2.87375147829673e-06,0.000318855789023742,0.000261937634744271,"Perp/Hspa1b/Wnt3a/Zc3h12a/Fgfr4/Adam8/Fas/Bbc3/Plk2/Astl/Mdm2/Fyn/Pidd1/Herpud1/Dda1/Wdr48/Csnk1e/Pmaip1/Adam9/Rchy1/Arl6ip5/Wdr35/Trib1/Epha4/Bid/Map3k5/Ngfr/Fbxo22/Htra2/Hdac2",30
"45","Upregulated","BP","GO:0031532","actin cytoskeleton reorganization","15/796","106/23328",3.13617407732626e-06,0.000333730428431407,0.000274157039247,"Rapgef3/Esam/Plek2/Tgfb1/Parvb/Cdc42bpg/Micall2/Whamm/Lpin1/Sptan1/Bcar1/Eps8/Efs/Baiap2/Shc1",15
"46","Upregulated","BP","GO:0050680","negative regulation of epithelial cell proliferation","18/796","148/23328",3.14453087010339e-06,0.000333730428431407,0.000274157039247,"Etv4/Nppb/Cdkn1b/Bmp4/Vash1/Tgfb1/Rgcc/Nkx2-9/Sfn/Cdkn2b/Rb1/Cdh1/Acvrl1/Nr2f2/Ngfr/Ptprk/Phb2/Nfib",18
"47","Upregulated","BP","GO:0043542","endothelial cell migration","22/796","212/23328",3.86618111108134e-06,0.000401589280517002,0.000329902576331913,"Fgfbp1/Anxa3/Zc3h12a/Bmp4/Adam8/Vash1/Tgfb1/Plcg1/Rgcc/Plk2/Calr/Hdac7/Itgb1/Nr4a1/Acvrl1/Nr2f2/Adgrb1/Bcar1/Adamts9/Ptp4a3/Hmox1/Gipc1",22
"48","Upregulated","BP","GO:0062197","cellular response to chemical stress","29/796","332/23328",4.06068781634256e-06,0.000413005789987174,0.00033928115307599,"Fos/Tnfaip3/Zc3h12a/Bmp4/Epas1/Fas/Atp13a2/Fyn/Casp3/Mmp2/Glrx/Bcar1/Dysf/Tmem161a/Hmox1/Prkcd/Arl6ip5/Ddias/Foxo3/Prdx2/Rnf146/Map3k5/Jun/Ezh2/Ngfr/Htra2/Ptprk/Ybx3/Hdac2",29
"49","Upregulated","BP","GO:0001836","release of cytochrome c from mitochondria","11/796","59/23328",4.27435061787533e-06,0.000417347594329347,0.000342847912718,"Plaur/Lmna/Fas/Bbc3/Bcl2l1/Sfn/Trp73/Pmaip1/Wdr35/Bid/Jun",11
"50","Upregulated","BP","GO:0071156","regulation of cell cycle arrest","11/796","59/23328",4.27435061787533e-06,0.000417347594329347,0.000342847912718,"Rbm38/Gata6/Cdkn1a/Tgfb1/Rgcc/Rassf1/Mdm2/Calr/Pidd1/Trp73/Prkaca",11
"51","Upregulated","BP","GO:0051402","neuron apoptotic process","27/796","298/23328",4.40385574724423e-06,0.000421561250157771,0.000346309399318896,"Egr1/Adam8/Fas/Itga1/Bbc3/Ilk/Fyn/Bcl2l1/Rb1/Nae1/Casp3/Btg2/Tnfrsf1a/Trp73/Pitx3/Cacna1a/Pmaip1/Lrp1/Hmox1/Cntfr/Foxo3/Prdx2/Gclm/Jun/Ngfr/Siah1a/Alkbh1",27
"52","Upregulated","BP","GO:1903829","positive regulation of cellular protein localization","28/796","317/23328",4.79695239204965e-06,0.000443620794648229,0.000364431149358493,"Rapgef3/Wnt3a/Zc3h12a/Slc35d3/Necab2/Tgfb1/Bbc3/Lgals3/Mdm2/Fyn/Sfn/Cdh1/Itgb1/Tnfrsf1a/Camk1/Pmaip1/Lrp1/Prkcd/Lrig2/Cyld/Crocc/Myo1c/C2cd5/Prkaca/Epb41l2/Ngfr/Gnl3/Nutf2",28
"53","Upregulated","BP","GO:0000082","G1/S transition of mitotic cell cycle","20/796","183/23328",4.81603894230974e-06,0.000443620794648229,0.000364431149358493,"Rbm38/Cdkn1b/Rbl2/Cdkn1a/Rgcc/Plk2/Mdm2/Cdkn2b/Rb1/Pidd1/Itgb1/Cdk2ap2/Camk2a/Rfwd3/Dgkz/Ccnd3/Brd7/E2f4/Bid/Ezh2",20
"54","Upregulated","BP","GO:0014706","striated muscle tissue development","35/796","447/23328",5.07837103654934e-06,0.000459122359267294,0.000377165568211559,"Fos/Egr1/Wnt3a/Bmp4/Gata6/Lmna/Cited2/Egr2/Tgfb1/Hey2/Vamp5/Cyp26b1/Tbx18/Hdac7/Meis1/Rb1/Vgll4/Itgb1/Btg2/Nr4a1/Hspg2/Jph2/Trp73/Nr2f2/Adamts9/Tbx20/Dysf/Ppp1r13l/Fbxo22/Sap30/Flnb/Ybx3/Hdac2/Klf5/Foxh1",35
"55","Upregulated","BP","GO:1902905","positive regulation of supramolecular fiber organization","21/796","200/23328",5.30382627610056e-06,0.000462590608162131,0.000380014708617633,"Rapgef3/Cdkn1b/Carmil2/Rgcc/Arpin/Sdc4/Sorbs3/Colgalt1/Rb1/Whamm/Prkce/Icam1/Ap1ar/Id1/Dctn1/Rhoc/Myo1c/Baiap2/Vasp/S100a10/Arhgef5",21
"56","Upregulated","BP","GO:0043405","regulation of MAP kinase activity","27/796","301/23328",5.30624212557955e-06,0.000462590608162131,0.000380014708617633,"Wnt7b/Dusp2/Rgs14/Bmp4/Gadd45b/Adam8/Itga1/Tgfb1/Gdf15/Il34/Ilk/Trp73/Cbs/Raf1/Adam9/Pdgfa/Prkcd/Lpar2/Dusp4/Prdx2/Trib1/Epha4/Map3k5/Ezh2/Dusp5/Shc1/Arhgef5",27
"57","Upregulated","BP","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","15/796","111/23328",5.61551683155614e-06,0.000480964090730826,0.000395108386486221,"Ei24/Cdkn1a/Phlda3/Bbc3/Bcl2l1/Sfn/Tnfrsf1a/Trp73/Zfp385a/Pmaip1/Tmem161a/Hmox1/Ddias/Bid/Htra2",15
"58","Upregulated","BP","GO:2000116","regulation of cysteine-type endopeptidase activity","23/796","234/23328",5.86368510966742e-06,0.000493560529403385,0.000405456266203864,"Perp/Hspa1b/Plaur/Wnt3a/Fas/Bbc3/Mdm2/Fyn/Sfn/Cdh1/Cryab/Pidd1/Herpud1/Nr4a1/Pcid2/Pmaip1/Sh3rf1/Arl6ip5/Wdr35/Bid/Map3k5/Ngfr/Htra2",23
"59","Upregulated","BP","GO:0030833","regulation of actin filament polymerization","19/796","171/23328",6.49463105931151e-06,0.000536511143818494,0.00044073987320737,"Esam/Capg/Carmil2/Arpin/Kank3/Tmsb10/Whamm/Prkce/Tmsb4x/Icam1/Ap1ar/Sptan1/Ppp1r9a/Eps8/Prkcd/Myo1c/Arhgap18/Baiap2/Vasp",19
